koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
CONFIRMED,1.0000,0,0,0,2.10240,4.5160e+02,2.36,1174.0,449.79,39.70,5754.00,4.345,1.1220,15.024
CONFIRMED,1.0000,0,0,0,2.26070,7.5590e+02,2.35,896.0,152.91,60.80,4986.00,4.496,0.8330,15.024
CONFIRMED,0.9970,0,0,0,3.25200,3.5360e+02,1.55,667.0,46.65,21.90,4986.00,4.496,0.8330,15.024
CONFIRMED,1.0000,0,0,0,3.08540,2.2600e+03,2.62,595.0,29.68,157.80,3837.00,4.747,0.5170,15.692
FALSE POSITIVE,0.0000,0,1,0,2.04880,2.0285e+04,588.66,853.0,125.22,192.30,5612.00,4.566,0.8290,15.877
CONFIRMED,1.0000,0,0,0,2.38920,1.4107e+03,2.33,635.0,38.52,87.20,4261.00,4.641,0.6330,15.019
CONFIRMED,1.0000,0,0,0,2.73630,1.2506e+03,2.18,502.0,15.06,57.60,4261.00,4.641,0.6330,15.019
CONFIRMED,0.9980,0,0,0,2.37340,4.3900e+02,1.42,418.0,7.24,14.90,4261.00,4.641,0.6330,15.019
FALSE POSITIVE,0.0000,0,1,1,5.06830,4.0110e+02,63.66,1399.0,904.92,76.80,6200.00,3.800,2.4040,12.759
CONFIRMED,1.0000,0,0,0,5.07300,1.2007e+03,3.16,487.0,13.34,53.30,4919.00,4.566,0.7210,15.316
CONFIRMED,1.0000,0,0,0,3.78400,2.9850e+02,2.54,1145.0,406.25,125.60,5945.00,4.213,1.3020,12.365
CONFIRMED,1.0000,0,0,0,3.03500,1.2549e+03,3.20,720.0,63.68,64.50,5121.00,4.457,0.8880,15.193
CONFIRMED,1.0000,0,0,0,1.17570,2.9920e+02,1.78,992.0,229.37,15.00,5121.00,4.457,0.8880,15.193
CONFIRMED,1.0000,0,0,0,5.01200,5.4940e+02,2.66,1139.0,398.00,45.10,6007.00,4.457,0.9610,15.662
FALSE POSITIVE,0.0000,0,1,1,6.70300,1.5907e+03,4.68,878.0,140.57,60.40,5811.00,4.521,0.9260,15.260
CONFIRMED,1.0000,0,0,0,7.55800,3.1364e+03,4.53,236.0,0.73,46.80,5067.00,4.585,0.7500,15.859
FALSE POSITIVE,0.0000,0,1,0,2.19580,2.4905e+04,21.58,1109.0,357.16,125.40,5209.00,4.657,0.6030,15.533
CANDIDATE,0.9970,0,0,0,2.11275,3.7492e+04,12.04,929.0,175.76,1011.60,4820.00,4.667,0.6390,15.766
CONFIRMED,1.0000,0,0,0,2.89790,3.0361e+03,4.16,686.0,52.32,175.20,5097.00,4.597,0.7790,15.067
CONFIRMED,1.0000,0,0,0,3.87570,5.0730e+02,3.13,927.0,174.81,142.00,5644.00,4.162,1.4110,12.346
CONFIRMED,0.0000,0,0,0,2.83640,1.3824e+03,2.92,530.0,18.65,52.70,5097.00,4.597,0.7790,15.067
CONFIRMED,1.0000,0,0,0,1.96160,5.1630e+02,1.74,970.0,209.79,41.60,5097.00,4.597,0.7790,15.067
CONFIRMED,1.0000,0,0,0,2.31200,1.3336e+03,1.72,453.0,9.90,48.50,3713.00,4.779,0.4700,15.847
CONFIRMED,1.0000,0,0,0,4.32240,7.5920e+02,1.29,395.0,5.74,31.00,3713.00,4.779,0.4700,15.847
CONFIRMED,0.9860,0,0,0,2.63330,7.6730e+02,1.30,328.0,2.74,18.20,3713.00,4.779,0.4700,15.847
CONFIRMED,1.0000,0,0,0,2.52420,6.2050e+02,2.45,905.0,158.11,50.40,5849.00,4.517,0.9190,15.031
FALSE POSITIVE,0.0000,0,1,0,0.99670,1.8235e+03,4.14,1620.0,1635.20,147.40,5472.00,4.499,0.7900,15.419
CONFIRMED,0.9990,0,0,0,2.07004,1.6053e+04,10.51,770.0,83.21,388.20,5332.00,4.500,0.8430,15.264
CONFIRMED,1.0000,0,0,0,4.20241,6.9111e+03,8.95,986.0,223.19,435.90,6214.00,4.442,1.0760,15.261
CONFIRMED,1.0000,0,0,0,5.34400,9.3610e+02,3.52,876.0,139.21,71.90,6063.00,4.470,1.0010,15.063
CONFIRMED,0.6350,0,0,0,7.41287,9.0652e+03,13.16,911.0,163.04,915.70,6823.00,4.308,1.3670,11.353
CANDIDATE,1.0000,0,0,0,2.20830,6.4657e+03,4.87,432.0,8.22,210.50,3950.00,4.721,0.5410,15.750
CANDIDATE,0.9660,0,0,0,6.79040,7.9587e+03,4.78,226.0,0.62,182.10,3960.00,4.746,0.5090,15.754
CONFIRMED,1.0000,0,0,0,4.23620,6.9323e+03,6.96,998.0,234.28,431.40,5865.00,4.563,0.8270,15.813
CONFIRMED,1.0000,0,0,0,1.64850,7.2420e+02,1.85,931.0,177.19,42.60,4500.00,4.656,0.6460,15.791
CONFIRMED,0.9970,0,0,0,3.95000,9.4250e+02,1.90,400.0,6.04,25.40,4500.00,4.656,0.6460,15.791
CONFIRMED,0.4150,0,0,0,3.77270,2.5210e+02,2.57,1008.0,244.30,60.20,5869.00,4.024,1.6260,12.935
FALSE POSITIVE,0.2280,0,1,0,3.86360,1.2861e+04,10.95,1101.0,347.06,85.80,5600.00,4.368,0.9750,15.403
CONFIRMED,1.0000,0,0,0,4.03740,2.5907e+03,4.14,598.0,30.14,123.80,5191.00,4.564,0.8370,15.258
CONFIRMED,1.0000,0,0,0,2.97850,1.3285e+03,2.96,819.0,106.44,86.20,5191.00,4.564,0.8370,15.258
CONFIRMED,1.0000,0,0,0,2.07780,1.4281e+04,13.12,1497.0,1183.18,1072.10,5855.00,4.393,1.0800,15.257
CONFIRMED,1.0000,0,0,0,2.45170,1.8978e+03,2.23,460.0,10.59,58.00,3906.00,4.730,0.5090,15.777
CONFIRMED,1.0000,0,0,0,2.15300,1.0374e+03,1.66,569.0,24.75,41.40,3906.00,4.730,0.5090,15.777
CONFIRMED,1.0000,0,0,0,6.50930,3.6600e+02,2.48,771.0,83.56,114.90,5945.00,4.213,1.3020,12.365
CONFIRMED,1.0000,0,0,0,4.15400,1.4321e+03,2.25,362.0,4.05,36.90,3906.00,4.730,0.5090,15.777
CONFIRMED,0.9990,0,0,0,2.17640,8.0760e+02,1.16,429.0,8.01,44.40,3561.00,4.855,0.4110,15.234
CONFIRMED,0.9990,0,0,0,1.81770,5.0920e+02,0.91,554.0,22.19,37.80,3561.00,4.855,0.4110,15.234
CONFIRMED,0.9980,0,0,0,2.47140,7.5610e+02,1.11,332.0,2.86,30.90,3561.00,4.855,0.4110,15.234
CONFIRMED,1.0000,0,0,0,3.04800,1.3097e+03,4.56,833.0,113.75,46.20,5942.00,4.327,1.1420,15.425
CONFIRMED,1.0000,0,0,0,2.58330,5.3860e+02,2.85,1182.0,461.07,36.40,6077.00,4.471,0.9990,15.399
CONFIRMED,0.9990,0,0,0,8.59300,6.8540e+02,3.43,401.0,6.09,15.40,6077.00,4.471,0.9990,15.399
CONFIRMED,1.0000,0,0,0,2.99930,1.6756e+03,2.34,499.0,14.66,64.50,4201.00,4.682,0.5910,15.058
CONFIRMED,1.0000,0,0,0,1.91500,3.6230e+02,1.18,587.0,28.06,14.20,4201.00,4.682,0.5910,15.058
CONFIRMED,0.9970,0,0,0,3.23015,1.7859e+04,10.55,1016.0,251.48,1669.10,5655.00,4.581,0.7940,15.198
CANDIDATE,1.0000,0,0,0,3.16460,5.8160e+02,1.87,1010.0,246.29,48.10,5662.00,4.610,0.7380,15.371
CONFIRMED,1.0000,0,0,0,5.08300,8.9550e+02,1.85,349.0,3.49,21.60,4500.00,4.656,0.6460,15.791
CONFIRMED,1.0000,0,0,0,2.26180,5.7580e+02,1.62,728.0,66.47,28.10,4500.00,4.656,0.6460,15.791
CONFIRMED,0.9960,0,0,0,2.42830,6.3410e+02,1.75,559.0,23.11,21.40,4500.00,4.656,0.6460,15.791
FALSE POSITIVE,0.0000,0,0,1,3.24960,1.6929e+03,4.33,950.0,192.74,119.40,5865.00,4.563,0.8270,15.289
CONFIRMED,1.0000,0,0,0,2.58820,8.6700e+02,2.47,782.0,88.23,47.70,5029.00,4.494,0.8380,15.460
CONFIRMED,1.0000,0,0,0,2.08730,7.6330e+02,2.43,579.0,26.49,23.80,5029.00,4.494,0.8380,15.460
CONFIRMED,0.9570,0,0,0,2.53500,1.7520e+02,1.08,938.0,182.76,12.90,5029.00,4.494,0.8380,15.460
CONFIRMED,1.0000,0,0,0,4.15750,9.7350e+02,2.72,655.0,43.57,55.90,5527.00,4.488,0.8660,15.223
CONFIRMED,1.0000,0,0,0,5.17200,1.0158e+03,3.14,536.0,19.55,44.80,5527.00,4.488,0.8660,15.223
CONFIRMED,1.0000,0,0,0,2.60300,2.5130e+02,1.36,990.0,227.24,21.20,5527.00,4.488,0.8660,15.223
CONFIRMED,1.0000,0,0,0,4.81900,3.6340e+02,3.09,743.0,71.97,63.10,5869.00,4.024,1.6260,12.935
CONFIRMED,1.0000,0,0,0,4.44800,9.5250e+02,2.64,360.0,3.97,22.70,5527.00,4.488,0.8660,15.223
CONFIRMED,1.0000,0,0,0,3.16114,7.9127e+03,10.60,1162.0,431.02,633.40,5560.00,4.246,1.2100,15.113
FALSE POSITIVE,0.0000,0,0,1,3.84490,4.1476e+03,540.37,438.0,8.71,54.50,4187.00,4.656,0.5920,15.654
CONFIRMED,1.0000,0,0,0,2.98040,1.1514e+03,2.68,850.0,123.33,77.40,5198.00,4.589,0.8010,15.651
CANDIDATE,1.0000,0,0,0,1.12210,8.6370e+02,2.42,1194.0,480.19,69.20,5569.00,4.566,0.8290,15.251
CONFIRMED,1.0000,0,0,0,4.30100,7.1633e+03,9.66,1062.0,301.54,502.30,6123.00,4.413,1.1070,15.649
FALSE POSITIVE,0.0000,0,1,1,10.01340,1.6950e+03,24.54,1076.0,317.36,203.50,5525.00,4.603,0.7530,15.621
CONFIRMED,0.9990,0,0,0,3.21790,1.6653e+04,13.61,1212.0,508.65,1173.90,6033.00,4.460,1.0460,15.272
FALSE POSITIVE,0.0000,0,0,1,3.18300,1.0309e+03,3.57,1158.0,425.74,90.10,5936.00,4.501,0.9650,15.054
CONFIRMED,0.9200,0,1,0,5.04169,2.3530e+04,13.26,484.0,13.01,1077.80,5510.00,4.539,0.8790,13.779
FALSE POSITIVE,0.0000,0,1,0,8.30604,5.9130e+04,27.22,606.0,31.86,1667.30,6140.00,4.354,1.0960,15.505
CONFIRMED,1.0000,0,0,0,1.80070,1.3982e+03,3.94,1155.0,421.03,123.50,5609.00,4.481,0.9440,15.142
FALSE POSITIVE,0.0000,0,1,0,3.02310,9.6970e+02,4.37,952.0,194.18,45.40,5931.00,4.479,0.8660,15.172
CONFIRMED,0.9960,0,0,0,6.52920,1.5664e+04,10.98,472.0,11.74,690.30,5231.00,4.455,0.9000,15.011
FALSE POSITIVE,0.0000,0,1,0,16.94220,6.6068e+04,29.66,549.0,21.40,1843.80,6257.00,4.410,1.1470,15.631
CONFIRMED,1.0000,0,0,0,3.40970,1.1449e+03,2.60,543.0,20.48,49.90,5481.00,4.629,0.7080,15.067
CONFIRMED,1.0000,0,0,0,3.43660,1.1107e+03,2.53,680.0,50.60,55.00,5196.00,4.593,0.7750,15.532
CONFIRMED,1.0000,0,0,0,4.23090,1.5069e+03,2.95,563.0,23.77,60.70,5196.00,4.593,0.7750,15.532
CONFIRMED,1.0000,0,0,0,1.90120,4.2610e+02,1.70,949.0,191.78,25.60,5196.00,4.593,0.7750,15.532
CONFIRMED,1.0000,0,0,0,3.22800,6.9750e+02,2.94,964.0,204.10,48.10,5431.00,4.457,0.8840,15.365
FALSE POSITIVE,0.0000,0,1,0,11.48130,1.3494e+04,20.70,745.0,72.71,529.90,5855.00,3.999,1.7960,13.109
CONFIRMED,1.0000,0,0,0,3.44120,1.2402e+03,3.13,982.0,219.95,79.70,5897.00,4.531,0.8910,15.543
CANDIDATE,1.0000,0,0,0,2.96800,1.0126e+03,4.06,577.0,26.13,26.60,6225.00,4.450,1.0310,15.229
FALSE POSITIVE,0.0000,0,1,0,4.23479,4.0293e+04,26.56,700.0,56.84,1398.80,6108.00,4.471,0.9970,15.217
CONFIRMED,1.0000,0,0,0,3.31290,1.4734e+03,3.82,1273.0,621.92,128.30,6007.00,4.470,0.9980,15.603
FALSE POSITIVE,0.0000,0,1,1,3.81881,2.0953e+04,44.04,652.0,42.80,547.80,6192.00,4.503,0.9240,15.453
CONFIRMED,1.0000,0,0,0,2.68490,2.8010e+02,2.11,1315.0,705.93,30.60,5553.00,4.221,1.2500,15.065
CONFIRMED,1.0000,0,0,0,3.19150,2.7360e+02,2.06,1097.0,341.48,25.20,5553.00,4.221,1.2500,15.065
CONFIRMED,1.0000,0,0,0,2.18880,1.5960e+02,1.57,1681.0,1893.42,22.70,5553.00,4.221,1.2500,15.065
CONFIRMED,1.0000,0,0,0,3.60500,3.0780e+02,2.30,897.0,152.75,21.90,5553.00,4.221,1.2500,15.065
CONFIRMED,1.0000,0,0,0,4.69120,2.0903e+03,3.18,784.0,89.25,293.70,5085.00,4.584,0.7120,15.017
CONFIRMED,0.9990,0,0,0,2.91089,1.1382e+04,10.43,1145.0,406.60,1838.40,5524.00,4.421,0.9940,13.938
FALSE POSITIVE,0.0000,0,1,1,3.11900,1.0374e+03,23.88,1079.0,319.76,37.20,5450.00,4.552,0.8110,15.653
CONFIRMED,1.0000,0,0,0,2.91830,1.5391e+03,4.09,1013.0,248.57,81.10,5561.00,4.362,1.0600,15.843
CONFIRMED,0.9980,0,0,0,3.73900,6.1130e+02,2.58,787.0,90.65,25.60,5561.00,4.362,1.0600,15.843
CONFIRMED,1.0000,0,0,0,3.89500,7.9680e+02,3.05,686.0,52.38,26.70,5561.00,4.362,1.0600,15.843
CONFIRMED,1.0000,0,0,0,5.19370,1.9105e+03,5.50,781.0,87.76,117.00,6035.00,4.220,1.2570,15.237
CONFIRMED,1.0000,0,0,0,6.19980,1.7193e+03,5.22,615.0,33.82,78.70,6035.00,4.220,1.2570,15.237
CONFIRMED,0.9730,0,0,0,8.87100,1.0096e+03,4.00,484.0,12.94,37.50,6035.00,4.220,1.2570,15.237
CANDIDATE,0.9750,0,0,0,3.86920,2.3400e+02,1.94,1010.0,246.13,18.20,6035.00,4.220,1.2570,15.237
CONFIRMED,0.9530,0,0,0,2.43270,2.2370e+03,2.13,407.0,6.47,124.70,3582.00,4.807,0.4580,15.073
CONFIRMED,0.7040,0,0,0,1.09810,7.4170e+02,1.24,893.0,151.14,87.80,3582.00,4.807,0.4580,15.073
CONFIRMED,0.9960,0,0,0,3.25346,1.1145e+04,10.62,1008.0,244.42,2040.70,5514.00,4.459,0.9780,13.758
CONFIRMED,1.0000,0,0,0,4.04540,9.8840e+02,2.74,595.0,29.62,45.10,5537.00,4.549,0.8800,15.412
CONFIRMED,1.0000,0,0,0,3.38620,9.9450e+02,3.12,807.0,100.34,51.00,5344.00,4.365,1.0130,15.596
CONFIRMED,0.9980,0,0,0,1.89550,2.1300e+02,1.45,1710.0,2031.84,25.30,5344.00,4.365,1.0130,15.596
CONFIRMED,0.9490,0,0,0,2.33600,2.9780e+02,1.78,971.0,210.16,16.70,5344.00,4.365,1.0130,15.596
FALSE POSITIVE,1.0000,0,1,0,15.73500,1.8967e+03,39.00,797.0,95.40,86.10,5047.00,3.066,7.1190,13.608
CONFIRMED,1.0000,0,0,0,5.07300,4.4680e+02,3.43,1050.0,287.91,32.20,5896.00,4.197,1.2400,14.925
CONFIRMED,1.0000,0,0,0,4.52900,4.3070e+02,43.17,792.0,93.03,16.90,5896.00,4.197,1.2400,14.925
CONFIRMED,0.9990,0,0,0,3.28200,1.7400e+02,2.07,1305.0,686.99,15.10,5896.00,4.197,1.2400,14.925
CANDIDATE,1.0000,0,0,0,11.64900,3.0203e+03,7.12,485.0,13.09,57.90,6520.00,4.375,1.2150,14.960
CONFIRMED,1.0000,0,0,0,4.94270,8.2490e+02,2.32,538.0,19.83,97.10,5551.00,4.508,0.8120,13.771
CANDIDATE,,0,0,0,23.14400,8.5810e+02,3.87,242.0,0.81,39.20,6449.00,4.232,1.3090,13.997
CANDIDATE,1.0000,0,0,0,1.61690,1.9500e+02,1.32,1943.0,3362.71,93.40,5630.00,4.505,0.9540,13.248
CONFIRMED,0.9650,0,0,0,1.17840,5.7440e+02,1.84,839.0,117.50,32.20,5757.00,4.597,0.7620,14.657
FALSE POSITIVE,,1,0,0,3.53900,1.8670e+02,35.74,2562.0,10177.11,28.90,6167.00,4.444,1.0640,15.343
FALSE POSITIVE,0.0000,0,1,0,0.86896,1.9733e+03,59.56,3000.0,19256.81,458.60,5075.00,3.892,1.7830,13.787
FALSE POSITIVE,0.0000,0,1,0,2.78458,1.8541e+04,23.60,860.0,129.45,534.50,6113.00,4.512,0.9170,15.212
FALSE POSITIVE,0.0000,1,0,0,38.19390,1.2840e+02,5.06,2259.0,6152.88,91.70,6980.00,3.577,3.4820,10.963
FALSE POSITIVE,0.0000,0,1,0,1.82480,4.5117e+03,13.66,804.0,98.77,322.30,6224.00,4.330,1.1320,12.336
CANDIDATE,0.0000,0,0,0,1.73760,6.7350e+02,34.39,3145.0,23135.72,37.10,4813.00,2.472,13.6520,6.974
CANDIDATE,1.0000,0,0,0,1.86210,1.4958e+03,133.56,5862.0,277887.70,179.60,8523.00,3.559,4.0510,7.748
FALSE POSITIVE,0.0000,0,1,1,2.14410,7.4750e+02,23.61,2073.0,4391.51,116.10,5582.00,4.497,0.8460,15.058
FALSE POSITIVE,0.0000,0,0,1,4.05410,5.9820e+02,27.85,1610.0,1595.19,140.60,5758.00,4.475,0.9020,13.555
FALSE POSITIVE,,0,0,0,6.70000,,,,,,,,,13.220
FALSE POSITIVE,0.0000,0,0,1,9.08300,1.1380e+02,23.35,1312.0,701.68,24.30,5948.00,4.508,0.9010,14.554
FALSE POSITIVE,0.0000,0,1,0,2.09110,4.3320e+02,403.59,2404.0,7903.84,62.30,8090.00,4.002,2.2340,10.470
CONFIRMED,1.0000,0,0,0,11.18990,3.4875e+03,7.67,333.0,2.92,235.70,5873.00,4.293,1.2350,13.492
FALSE POSITIVE,0.0000,0,1,1,0.87740,3.2150e+02,1.25,1372.0,838.42,19.60,4768.00,4.628,0.7110,15.723
FALSE POSITIVE,0.0000,0,0,1,2.92400,2.4800e+02,7.47,1964.0,3518.78,22.20,5772.00,3.364,4.4340,14.313
CONFIRMED,1.0000,0,0,0,3.63790,4.4330e+02,2.47,1037.0,273.78,37.50,6049.00,4.353,1.1760,14.818
CONFIRMED,0.9890,0,0,0,4.15800,1.7850e+02,1.62,803.0,98.51,10.90,6049.00,4.353,1.1760,14.818
FALSE POSITIVE,0.0000,1,0,1,4.32000,2.5020e+02,17.12,1922.0,3248.17,37.50,5901.00,4.553,0.8480,15.401
CONFIRMED,1.0000,0,0,0,3.98350,6.4090e+02,13.92,1171.0,443.58,41.00,4941.00,3.317,4.8850,14.604
FALSE POSITIVE,0.0000,1,0,1,4.25600,1.8620e+02,3.22,2863.0,15822.49,136.30,6215.00,3.849,2.1880,13.079
FALSE POSITIVE,0.0000,0,0,1,3.44200,1.1860e+02,1.19,1572.0,1448.05,27.00,6253.00,4.415,1.0150,14.187
CANDIDATE,,0,0,0,9.40800,1.4749e+03,2.99,25.0,0.00,35.70,4500.00,4.572,0.7260,13.447
CONFIRMED,0.9940,0,0,0,13.56600,1.4510e+02,1.78,688.0,53.09,25.50,5676.00,4.100,1.4870,13.290
CONFIRMED,0.9970,0,0,0,11.28400,1.1040e+02,1.55,844.0,119.87,23.60,5676.00,4.100,1.4870,13.290
CONFIRMED,0.9980,0,0,0,1.82542,3.0222e+04,8.78,753.0,76.10,1252.50,3807.00,4.762,0.5030,15.715
CANDIDATE,0.6320,0,0,0,4.30450,3.7220e+02,8.25,1768.0,2310.43,267.40,7221.00,3.488,4.2400,9.275
FALSE POSITIVE,0.0000,0,1,1,5.99570,4.3991e+03,7.48,1170.0,442.78,270.10,6013.00,4.381,1.0330,13.652
CANDIDATE,0.0000,0,0,0,3.84170,4.2200e+01,2.78,2101.0,4601.71,37.20,7221.00,3.488,4.2400,9.275
CANDIDATE,0.9990,0,0,0,10.56160,1.9560e+02,2.52,675.0,49.16,71.20,6247.00,4.016,1.7620,9.582
CONFIRMED,1.0000,0,0,0,3.55990,6.8900e+01,1.69,1784.0,2388.98,53.60,6202.00,4.026,1.7330,8.224
FALSE POSITIVE,0.0000,0,1,0,6.75070,2.6900e+04,78.54,737.0,69.62,184.30,7240.00,4.178,1.7170,9.729
FALSE POSITIVE,0.0000,0,0,1,3.15800,5.7060e+02,14.71,684.0,51.85,35.60,3995.00,4.710,0.5610,15.258
FALSE POSITIVE,0.0000,0,1,1,1.08010,3.2460e+02,1.45,2069.0,4349.62,63.60,5791.00,4.575,0.8020,14.797
CONFIRMED,1.0000,0,0,0,1.46470,3.4090e+02,1.41,1331.0,740.47,73.50,5041.00,4.576,0.7660,13.999
CONFIRMED,1.0000,0,0,0,1.46500,2.7710e+02,1.36,1016.0,251.77,39.70,5041.00,4.576,0.7660,13.999
CONFIRMED,1.0000,0,0,0,3.17020,3.9310e+02,2.01,985.0,222.91,29.80,6061.00,4.486,0.9700,15.391
FALSE POSITIVE,0.0000,0,1,1,4.96580,2.1219e+03,67.37,1303.0,681.39,187.60,6266.00,3.923,1.8890,13.030
CONFIRMED,0.9930,0,0,0,2.31550,1.5490e+02,5.88,2740.0,13331.51,27.20,4941.00,3.317,4.8850,14.604
CONFIRMED,1.0000,0,0,0,2.57550,2.2340e+02,7.62,1941.0,3354.56,24.50,4941.00,3.317,4.8850,14.604
FALSE POSITIVE,,1,0,0,7.46000,,,,,,,,,14.792
CONFIRMED,0.9950,0,0,0,4.49000,2.7070e+02,1.59,890.0,148.62,24.80,5982.00,4.493,0.9600,14.794
FALSE POSITIVE,0.0000,0,0,1,3.73300,3.9960e+02,1.81,770.0,83.13,20.10,5699.00,4.553,0.8530,15.212
CANDIDATE,0.7520,0,0,0,3.04540,1.4282e+03,5.24,848.0,122.34,105.30,6276.00,4.405,1.0410,14.000
FALSE POSITIVE,0.0000,0,1,0,2.59030,1.7971e+04,25.89,1027.0,263.55,39.60,5534.00,4.629,0.7070,15.537
FALSE POSITIVE,0.0000,0,1,0,9.04190,1.5304e+04,16.91,1347.0,778.45,298.00,6715.00,4.347,1.2410,13.320
FALSE POSITIVE,0.0000,0,1,1,5.98850,3.6348e+04,56.44,932.0,177.96,154.60,5751.00,4.028,1.6260,13.855
FALSE POSITIVE,0.0000,0,1,0,11.17110,1.8848e+04,11.36,459.0,10.49,882.60,5114.00,4.522,0.7840,15.187
FALSE POSITIVE,0.0000,1,0,0,2.01410,2.7793e+03,33.65,2090.0,4500.59,195.20,5555.00,4.375,1.0610,14.997
FALSE POSITIVE,1.0000,0,1,0,7.01200,1.3491e+03,430.99,4903.0,136609.48,76.70,4283.00,2.012,15.7600,10.523
FALSE POSITIVE,0.0000,1,0,0,24.24900,8.6750e+02,71.39,1139.0,397.48,249.30,6362.00,3.761,2.5340,10.988
FALSE POSITIVE,0.0000,0,1,0,3.27970,6.2560e+02,2436.69,6421.0,401588.95,56.30,3598.00,0.650,101.4510,10.680
FALSE POSITIVE,0.0000,0,1,0,2.68970,2.1444e+03,68.02,905.0,158.41,221.10,8214.00,4.104,1.9380,10.376
FALSE POSITIVE,,1,0,0,3.68600,3.2800e+01,2.98,2203.0,5563.95,6.10,5066.00,3.122,5.3240,10.733
FALSE POSITIVE,0.0000,0,1,1,5.56050,6.3310e+02,1.56,1053.0,290.51,66.90,4506.00,4.626,0.6510,15.470
CONFIRMED,0.0000,0,0,0,12.24900,4.1581e+03,12.10,588.0,28.20,60.90,6038.00,4.082,1.7440,13.675
CONFIRMED,1.0000,0,0,0,4.64500,5.6890e+02,2.54,755.0,76.66,29.80,5839.00,4.327,1.0670,15.381
CONFIRMED,0.9450,0,0,0,3.52900,2.4680e+02,1.67,1022.0,258.41,17.70,5839.00,4.327,1.0670,15.381
CONFIRMED,0.7650,0,0,0,7.35800,5.0780e+02,2.39,476.0,12.14,15.50,5839.00,4.327,1.0670,15.381
CONFIRMED,0.8150,0,0,0,3.19800,4.4780e+02,2.39,554.0,22.21,11.80,5839.00,4.327,1.0670,15.381
CONFIRMED,0.9990,0,0,0,1.70860,1.9600e+02,1.54,1741.0,2174.33,21.10,5553.00,4.320,1.1070,15.376
CONFIRMED,0.9310,0,0,0,8.73300,5.7030e+02,2.33,566.0,24.27,35.20,6085.00,4.451,0.9730,14.633
CONFIRMED,1.0000,0,0,0,4.61420,4.1450e+02,2.48,695.0,55.10,42.20,5952.00,4.287,1.2250,13.703
CONFIRMED,0.9120,0,0,0,6.53600,5.0300e+02,2.73,471.0,11.59,36.10,5952.00,4.287,1.2250,13.703
FALSE POSITIVE,0.0000,0,0,1,2.92600,4.0090e+02,25.20,986.0,223.84,24.00,5766.00,4.363,1.0680,14.928
CONFIRMED,0.9890,0,0,0,6.01750,2.7060e+02,2.03,866.0,132.94,38.70,5765.00,4.236,1.2420,13.974
FALSE POSITIVE,0.0000,0,1,1,4.21100,4.8439e+03,8.96,853.0,125.21,115.30,6122.00,4.471,0.9960,15.380
FALSE POSITIVE,0.0000,0,1,1,3.57340,1.9162e+03,5.09,1392.0,884.12,103.40,5778.00,4.531,0.9110,14.942
FALSE POSITIVE,0.0000,0,1,1,1.85920,2.5474e+03,19.00,1177.0,451.42,182.20,3920.00,4.700,0.5500,15.432
FALSE POSITIVE,0.0000,0,1,1,1.89460,2.0062e+03,97.27,2636.0,11424.49,148.00,6261.00,3.686,2.7890,11.840
FALSE POSITIVE,0.0000,0,1,1,23.54600,3.4144e+03,34.14,434.0,8.38,103.40,5587.00,4.528,0.8530,15.593
CONFIRMED,0.9940,0,0,0,8.63880,2.8941e+03,7.14,592.0,29.07,243.50,6198.00,4.237,1.3240,13.914
FALSE POSITIVE,,0,0,0,7.69400,7.8040e+02,7.41,1482.0,1141.57,24.20,7443.00,4.166,1.7390,12.616
CONFIRMED,0.7110,0,0,0,1.56930,7.9010e+02,2.29,942.0,186.31,19.40,5296.00,4.576,0.8150,11.631
FALSE POSITIVE,0.0000,0,0,1,2.23100,2.6050e+02,1.42,1311.0,696.40,22.20,5346.00,4.440,0.8920,14.606
CONFIRMED,1.0000,0,0,0,3.04720,5.1760e+02,1.92,782.0,88.36,38.40,5251.00,4.494,0.8490,14.138
CONFIRMED,0.8810,0,0,0,7.15800,4.4590e+02,1.75,372.0,4.53,17.40,5251.00,4.494,0.8490,14.138
CONFIRMED,1.0000,0,0,0,2.92540,1.7820e+02,1.67,1356.0,798.41,48.80,5873.00,4.293,1.2350,13.492
FALSE POSITIVE,,1,0,0,3.56800,7.8700e+01,15.33,3859.0,52428.30,8.60,5234.00,2.410,16.9590,11.899
FALSE POSITIVE,0.0000,0,1,1,4.73700,1.2699e+03,38.60,602.0,31.08,59.20,5589.00,4.193,1.2390,13.698
FALSE POSITIVE,,0,0,0,10.23200,2.3250e+02,20.42,2154.0,5090.14,54.40,7117.00,4.176,1.4690,13.473
FALSE POSITIVE,0.0000,0,0,1,2.82390,3.6700e+01,0.98,2393.0,7759.20,34.70,6802.00,4.103,1.5210,11.558
FALSE POSITIVE,0.0000,0,1,1,5.41260,2.9316e+03,40.15,387.0,5.33,58.10,6148.00,4.346,1.0950,13.884
CONFIRMED,1.0000,0,0,0,1.98260,1.8260e+02,1.68,1160.0,428.25,38.00,5751.00,4.447,0.9830,13.333
CONFIRMED,1.0000,0,0,0,6.28770,1.4810e+02,3.51,1422.0,965.62,38.90,6353.00,3.698,2.8670,12.808
CANDIDATE,1.0000,0,0,0,2.17200,2.0520e+02,2.67,1004.0,240.11,19.10,5973.00,4.371,1.0700,13.835
